DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"C2, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 80 m²," 27,25 triệu/m²", 2 phòng,,1, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,,"2,18 tỷ- 80 m2đ"
"351/31, Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 82 m²," 34,15 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,8 tỷ- 82 m2đ"
"86, Đường Nguyên Hồng, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 72 m²," 48,61 triệu/m²", 2 phòng,,10, 2 phòng, Chung cư, Đã có sổ,10.05, Nội thất đầy đủ, Bắc, Nam,,"3,5 tỷ- 72 m2đ"
"S503, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 48 m²," 41,67 triệu/m²", 2 phòng, S503,10, 1 phòng, Chung cư, Đang chờ sổ,9,,, Tây Bắc,,2 tỷ- 48 m2đ
"Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 136 m²," 22,79 triệu/m²", 4 phòng, B,19, 4 phòng, Duplex, Đã có sổ,, Nội thất đầy đủ, Nam, Bắc,,"3,1 tỷ- 136 m2đ"
"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Chưa bàn giao, 49 m²," 40,2 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,, Hoàn thiện cơ bản,,,,"1,97 tỷ- 49 m2đ"
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 56 m²," 38,39 triệu/m²", 2 phòng, Ak2,7, 1 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Tây, Đông,,"2,15 tỷ- 56 m2đ"
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Chưa bàn giao, 78 m²," 44,87 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,, Tây Bắc, Đông Nam,,"3,5 tỷ- 78 m2đ"
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 35,91 triệu/m²", 2 phòng, C,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"2,37 tỷ- 66 m2đ"
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 66 m²," 34,47 triệu/m²", 2 phòng, C,15, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"2,275 tỷ- 66 m2đ"
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 59 m²," 64,41 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc,"3,8 tỷ- 59 m2đ"
"đường Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 39,62 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ, ..., Hoàn thiện cơ bản,,,,"2,1 tỷ- 53 m2đ"
"Cách Mạng Tháng Tám, Phường 11, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 44 m²," 42,45 triệu/m²", 1 phòng,,4, 1 phòng, Chung cư, Đã có sổ,307, Bàn giao thô,,,,"1,868 tỷ- 44 m2đ"
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 99 m²," 43,43 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"4,3 tỷ- 99 m2đ"
"Đường 61, Phường Tăng Nhơn Phú B, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 58 m²," 37,59 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,, Tây, Đông Bắc,,"2,18 tỷ- 58 m2đ"
"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 55 m²," 60,91 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,, Bắc, Nam,,"3,35 tỷ- 55 m2đ"
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 84 m²," 42,5 triệu/m²", 3 phòng, RS1,16, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông, Tây Bắc, Căn góc,"3,57 tỷ- 84 m2đ"
"1/45, Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 44 m²," 27,27 triệu/m²", 2 phòng, 3 A,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,,"1,2 tỷ- 44 m2đ"
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 50 m², 98 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"4,9 tỷ- 50 m2đ"
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 83 m²," 35,54 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,,"2,95 tỷ- 83 m2đ"
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 73.6 m²," 52,74 triệu/m²", 2 phòng, S1,20, 2 phòng, Chung cư, Đang chờ sổ,5, Nội thất cao cấp, Đông Bắc, Tây Nam,,"3,85 tỷ- 73.6 m2đ"
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 64 m²," 26,88 triệu/m²", 2 phòng, A7A8,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc,"1,72 tỷ- 64 m2đ"
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh", Đã bàn giao, 56 m²," 48,04 triệu/m²", 2 phòng, b3,5, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,,"2,69 tỷ- 56 m2đ"
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 40 m²," 24,98 triệu/m²", 1 phòng,,, 1 phòng, Duplex,,,,,,,999 triệu- 40 m2đ
"đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 135 m²," 72,59 triệu/m²", 3 phòng, C,5, 2 phòng, Chung cư, Đã có sổ,,,,,,"9,8 tỷ- 135 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 51 m²," 39,2 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,, Tây Bắc, Đông Nam,,"1,999 tỷ- 51 m2đ"
"265-197, 265-197 Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh", Đã bàn giao, 79 m²," 48,73 triệu/m²", 2 phòng,,12, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,, Căn góc,"3,85 tỷ- 79 m2đ"
"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 114 m²," 30,7 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,,,,,,"3,5 tỷ- 114 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 46 m²," 38,04 triệu/m²", 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông, Tây,,"1,75 tỷ- 46 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 36,67 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam,, Căn góc,"2,53 tỷ- 69 m2đ"
"Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 46 m²," 33,91 triệu/m²", 1 phòng, B,3, 1 phòng, Chung cư, Đang chờ sổ, B309, Nội thất cao cấp,,, Căn góc,"1,56 tỷ- 46 m2đ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh", Đã bàn giao, 40 m²," 3,75 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,150 triệu- 40 m2đ
"113/89, 113/89 Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 56 m²," 26,79 triệu/m²", 2 phòng, A,8, 1 phòng, Chung cư, Đã có sổ,2, Hoàn thiện cơ bản, Đông Nam, Tây Bắc, Căn góc,"1,5 tỷ- 56 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 33.8 m²," 37,88 triệu/m²", 1 phòng,,,, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Tây, Đông,,"1,25 tỷ- 33.8 m2đ"
"Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 30 m², 50 triệu/m², 1 phòng,,, 1 phòng, Officetel, Đã có sổ,,,,,,"1,5 tỷ- 30 m2đ"
"Đường Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh", Chưa bàn giao, 27 m²," 70,37 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây,, Căn góc,"1,9 tỷ- 27 m2đ"
"Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 108 m²," 64,63 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc,"6,98 tỷ- 108 m2đ"
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 35 m²," 25,29 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,885 triệu- 35 m2đ
"370, Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 77.02 m²," 30,52 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,35 tỷ- 77.02 m2đ"
"360A, 360A Đường Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 36,67 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"2,75 tỷ- 75 m2đ"
"Đường Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 56 m²," 26,25 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,47 tỷ- 56 m2đ"
"Thuỷ Lợi, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 69 m²," 39,86 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,,,,,,"2,75 tỷ- 69 m2đ"
"Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 70 m², 30 triệu/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,1 tỷ- 70 m2đ"
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 68 m²," 23,53 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông, Tây,,"1,6 tỷ- 68 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 62 m²," 29,03 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,,"1,8 tỷ- 62 m2đ"
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 45,37 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc,"2,45 tỷ- 54 m2đ"
"Đường Nguyễn Văn Linh, Phường 6, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 27,69 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,, Đông,,"1,8 tỷ- 65 m2đ"
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 72.25 m²," 29,17 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"2,1 tỷ- 72.25 m2đ"
"360G - 360Bis, 360G - 360Bis Đường Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 41,33 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Tây Nam,,,"3,1 tỷ- 75 m2đ"
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh", Đã bàn giao, 60 m², 65 triệu/m², 1 phòng,,,, Chung cư, Đã có sổ,,,,,,"3,9 tỷ- 60 m2đ"
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 42 m²," 21,07 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,,,,885 triệu- 42 m2đ
Đường Nguyễn Thị Định, Chưa bàn giao, 68.5 m²," 48,24 triệu/m²", 2 phòng,2,22, 2 phòng, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,, Căn góc,"3,28 tỷ- 68.5 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 60 m², 833.333 đ/m², 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,, Bàn giao thô, Đông, Nam,,50 triệu- 60 m2đ
"Đường Đặng Công Bỉnh, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh", Đã bàn giao, 40 m², 7 triệu/m², 2 phòng,,, 2 phòng," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất đầy đủ,,,,280 triệu- 40 m2đ
"Số 132, Số 132 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 71,54 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"4,65 tỷ- 65 m2đ"
"Số 132, Số 132 Đường Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 69,23 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"4,5 tỷ- 65 m2đ"
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 59 m²," 36,61 triệu/m²", 2 phòng,,30, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,,"2,16 tỷ- 59 m2đ"
"Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 62.5 m²," 31,21 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"1,935 tỷ- 62.5 m2đ"
"Số 510, Số 510 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 51.41 m²," 38,22 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,949 tỷ- 51.41 m2đ"
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 32,31 triệu/m²", 2 phòng,,, 2 phòng, Chung cư,,,,,,,"2,1 tỷ- 65 m2đ"
"Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh", Đã bàn giao, 83 m²," 19,88 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc,"1,65 tỷ- 83 m2đ"
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 32 m²," 46,88 triệu/m²", 1 phòng,,, 1 phòng, Officetel,,,,,,,"1,5 tỷ- 32 m2đ"
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 98 m²," 45,92 triệu/m²", 3 phòng,,, 2 phòng, Chung cư,,,,,,,"4,5 tỷ- 98 m2đ"
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 38 m²," 28,66 triệu/m²", 1 phòng, C,9, 1 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Nam, Đông Nam, Căn góc,"1,089 tỷ- 38 m2đ"
"Đường 32, Phường 10, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 45 m²," 28,89 triệu/m²", 1 phòng,,3, 1 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Nam, Tây Nam,,"1,3 tỷ- 45 m2đ"
"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 55 m², 50 triệu/m², 2 phòng,,5, 1 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Nam, Tây Nam,,"2,75 tỷ- 55 m2đ"
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Đã bàn giao, 98 m²," 39,69 triệu/m²", 3 phòng, B3,, 2 phòng, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Bắc, Tây Nam, Căn góc,"3,89 tỷ- 98 m2đ"
"số 8, số 8 Đường Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 85 m², 200.000 đ/m², 3 phòng,,, 2 phòng, Chung cư,,,,,,,17 triệu- 85 m2đ
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 60.45 m²," 28,17 triệu/m²", 2 phòng, A3,18, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,,"1,69 tỷ- 60.45 m2đ"
"Đường Nguyễn Văn Linh, Phường 6, Quận 8, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 27,69 triệu/m²", 2 phòng,,, 1 phòng, Chung cư,,,,, Đông,,"1,8 tỷ- 65 m2đ"
"Đường Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 72 m²," 25,21 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Giấy tờ khác,,,,,,"1,815 tỷ- 72 m2đ"
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 53 m²," 28,3 triệu/m²", 2 phòng,,, 1 phòng, Chung cư, Đã có sổ,,,,,,"1,5 tỷ- 53 m2đ"
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 95 m²," 55,79 triệu/m²", 3 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc,"5,3 tỷ- 95 m2đ"
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 50 m², 36 triệu/m², 1 phòng, A,11, 1 phòng, Chung cư, Đang chờ sổ, A9.9, Nội thất cao cấp,,,,"1,8 tỷ- 50 m2đ"
"265-197, 265-197 Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 46,67 triệu/m²", 2 phòng, C,19, 2 phòng, Chung cư, Giấy tờ khác,11, Hoàn thiện cơ bản,,,,"3,5 tỷ- 75 m2đ"
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh", Đã bàn giao, 62.3 m², 387.096 đ/m², 2 phòng, B,12, 2 phòng, Chung cư, Đã có sổ, b12.07, Nội thất đầy đủ, Tây Bắc, Đông Nam, Căn góc,24 triệu- 62.3 m2đ
Đường Tạ Quang Bửu, Đã bàn giao, 115 m²," 32,61 triệu/m²", 3 phòng, A2 lớn,19, 2 phòng, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,,"3,75 tỷ- 115 m2đ"
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Đã bàn giao, 33 m²," 36,06 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"1,19 tỷ- 33 m2đ"
"83, 83 Đường Lý Chính Thắng, Phường 8, Quận 3, Tp Hồ Chí Minh", Đã bàn giao, 58 m², 258.620 đ/m², 2 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc,15 triệu- 58 m2đ
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Chưa bàn giao, 48 m²," 37,5 triệu/m²", 1 phòng,20,18, 1 phòng, Chung cư, Đang chờ sổ, A9.9, Nội thất cao cấp, Đông Nam, Đông Nam, Căn góc,"1,8 tỷ- 48 m2đ"
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 50 m²," 27,32 triệu/m²", 2 phòng,,6, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,,"1,366 tỷ- 50 m2đ"
"37, Đường Quốc Lộ 20, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh", Chưa bàn giao, 60 m²," 33,37 triệu/m²", 2 phòng, b,12, 2 phòng, Chung cư, Đang chờ sổ,8, Hoàn thiện cơ bản, Đông Nam, Tây Nam, Căn góc,"2,002002 tỷ- 60 m2đ"
"Đường C6, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 67 m²," 30,6 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,,"2,05 tỷ- 67 m2đ"
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh", Đã bàn giao, 57 m²," 28,6 triệu/m²", 2 phòng, A,8, 2 phòng, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,,"1,63 tỷ- 57 m2đ"
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Đã bàn giao, 75 m²," 50,67 triệu/m²", 1 phòng,,, 1 phòng, Chung cư,,,,,,,"3,8 tỷ- 75 m2đ"
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh", Đã bàn giao, 110 m²," 71,36 triệu/m²", 3 phòng,,32, 2 phòng, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Nam, Đông Nam, Căn góc,"7,85 tỷ- 110 m2đ"
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 72.5 m²," 41,39 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"2,98 tỷ- 72.5 m2đ"
"HƯƠNG LỘ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Chưa bàn giao, 30 m², 15 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Giấy tờ khác,,,,,,450 triệu- 30 m2đ
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh", Đã bàn giao, 65 m²," 40,77 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,,,,,"2,65 tỷ- 65 m2đ"
"Ht 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Chưa bàn giao, 60 m²," 23,33 triệu/m²", 2 phòng,1,10, 2 phòng, Chung cư, Đang chờ sổ,,,,, Căn góc,"1,4 tỷ- 60 m2đ"
"Đường Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh", Đã bàn giao, 81.8 m²," 2,31 triệu/m²", 2 phòng,,, 2 phòng, Chung cư, Đang chờ sổ,,, Tây Nam, Đông Bắc,,187 triệu- 81.8 m2đ
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Đã bàn giao, 40 m²," 38,75 triệu/m²", 1 phòng, B,10, 1 phòng, Chung cư, Đang chờ sổ,11, Nội thất đầy đủ, Đông Bắc, Tây Nam,,"1,55 tỷ- 40 m2đ"
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Chưa bàn giao, 54 m²," 30,56 triệu/m²", 2 phòng, b,9, 1 phòng, Chung cư, Đang chờ sổ,9, Hoàn thiện cơ bản, Đông Bắc, Đông Nam, Căn góc,"1,65 tỷ- 54 m2đ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Đã bàn giao, 61 m²," 17,87 triệu/m²", 2 phòng, B,, 2 phòng, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,,"1,09 tỷ- 61 m2đ"
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Đã bàn giao, 73 m², 50 triệu/m², 2 phòng,,, 2 phòng, Chung cư,,,,,,,"3,65 tỷ- 73 m2đ"
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Đã bàn giao, 70 m²," 57,14 triệu/m²", 1 phòng, A,7, 1 phòng, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,,4 tỷ- 70 m2đ
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Chưa bàn giao, 50 m², 98 triệu/m², 1 phòng,,, 1 phòng, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,,"4,9 tỷ- 50 m2đ"
